"V1","V2","V3","V4"
2.156,19,2,30
1.622,20,2,30
1.088,20,2,30
0.554,19,2,30
0.02,20,2,30
998.129999999997,1,1,31
950.075999999998,1,1,31
805.233999999998,1,1,31
445.268,1,1,31
256.116000000001,1,1,31
237.608000000001,1,1,31
237.074000000001,1,1,31
213.942000000001,1,1,31
204.688,1,1,31
195.968,1,1,31
183.868,1,2,31
166.786,1,2,31
143.12,1,2,31
131.02,1,2,31
128.884,1,2,31
122.834,1,2,31
115.182,1,2,31
91.3340000000002,1,2,31
88.6640000000002,1,2,31
88.1300000000002,2,2,31
83.8580000000001,1,2,31
77.4500000000001,1,2,31
75.314,2,2,31
73.712,2,2,31
72.644,1,2,31
72.11,1,2,31
71.042,1,2,31
69.974,1,2,31
69.44,2,2,31
68.372,1,2,31
67.838,1,2,31
67.304,3,2,31
66.77,1,2,31
66.2359999999999,1,2,31
65.7019999999999,2,2,31
65.1679999999999,1,2,31
63.0319999999999,1,2,31
59.8279999999999,1,2,31
59.2939999999999,2,2,31
58.7599999999999,2,2,31
58.2259999999999,1,2,31
57.6919999999999,1,2,31
57.1579999999999,2,2,31
56.6239999999999,2,2,31
56.0899999999999,2,2,31
55.5559999999999,2,2,31
54.4879999999999,3,2,31
53.9539999999999,1,2,31
52.3519999999999,1,2,31
51.8179999999999,1,2,31
51.2839999999999,1,2,31
50.2159999999999,3,2,31
49.6819999999999,1,2,31
49.1479999999999,3,2,31
48.6139999999999,1,2,31
48.0799999999999,2,2,31
47.5459999999999,2,2,31
46.478,2,2,31
45.41,2,2,31
44.876,1,2,31
44.342,4,2,31
43.808,2,2,31
43.274,6,2,31
42.74,3,2,31
42.206,1,2,31
41.672,5,2,31
41.138,4,2,31
40.604,4,2,31
40.07,3,2,31
39.536,4,2,31
39.002,2,2,31
38.468,6,2,31
37.934,1,2,31
37.4,3,2,31
36.866,1,2,31
36.332,2,2,31
35.798,3,2,31
35.264,3,2,31
34.73,7,2,31
34.196,5,2,31
33.662,6,2,31
33.128,8,2,31
32.594,8,2,31
32.06,6,2,31
31.526,2,2,31
30.992,6,2,31
30.458,6,2,31
29.924,6,2,31
29.39,3,2,31
28.856,7,2,31
28.322,4,2,31
27.788,7,2,31
27.254,9,2,31
26.72,3,2,31
26.186,8,2,31
25.652,8,2,31
25.118,5,2,31
24.584,6,2,31
24.05,8,2,31
23.516,5,2,31
22.982,9,2,31
22.448,7,2,31
21.914,6,2,31
21.38,11,2,31
20.846,9,2,31
20.312,7,2,31
19.778,4,2,31
19.244,10,2,31
18.71,7,2,31
18.176,8,2,31
17.642,9,2,31
17.108,8,2,31
16.574,12,2,31
16.04,10,2,31
15.506,8,2,31
14.972,11,2,31
14.438,16,2,31
13.904,9,2,31
13.37,12,2,31
12.836,11,2,31
12.302,6,2,31
11.768,9,2,31
11.234,14,2,31
10.7,8,2,31
10.166,12,2,31
9.632,16,2,31
9.098,13,2,31
8.564,12,2,31
8.03,15,2,31
7.496,14,2,31
6.962,17,2,31
6.428,16,2,31
5.894,15,2,31
5.36,17,2,31
4.826,16,2,31
4.292,16,2,31
3.758,16,2,31
3.224,20,2,31
2.69,20,2,31
2.156,17,2,31
1.622,20,2,31
1.088,19,2,31
0.554,18,2,31
0.02,20,2,31
284.37,16,1,32
278.32,3,1,32
278.32,1,2,32
272.804,1,2,32
261.772,1,2,32
256.256,1,2,32
239.708,1,2,32
228.676,1,2,32
200.562,1,2,32
195.046,1,2,32
172.982,1,2,32
167.466,3,2,32
161.95,1,2,32
150.384,1,2,32
144.868,1,2,32
139.352,1,2,32
133.836,1,2,32
128.32,2,2,32
122.804,2,2,32
111.238,4,2,32
105.722,2,2,32
100.206,2,2,32
94.6900000000002,1,2,32
88.6400000000002,4,2,32
83.1240000000002,4,2,32
77.0740000000001,1,2,32
71.5580000000001,7,2,32
65.508,1,2,32
59.992,8,2,32
53.942,10,2,32
42.376,10,2,32
36.326,8,2,32
30.276,10,2,32
24.226,11,2,32
18.176,7,2,32
17.642,11,2,32
17.108,9,2,32
16.574,9,2,32
16.04,12,2,32
15.506,8,2,32
14.972,9,2,32
14.438,12,2,32
13.904,10,2,32
13.37,10,2,32
12.836,13,2,32
12.302,5,2,32
11.768,15,2,32
11.234,11,2,32
10.7,11,2,32
10.166,13,2,32
9.632,14,2,32
9.098,10,2,32
8.564,13,2,32
8.03,16,2,32
7.496,13,2,32
6.962,14,2,32
6.428,13,2,32
5.894,19,2,32
5.36,14,2,32
4.826,17,2,32
4.292,19,2,32
3.758,16,2,32
3.224,17,2,32
2.69,13,2,32
2.156,19,2,32
1.622,20,2,32
1.088,20,2,32
0.554,18,2,32
0.02,20,2,32
492.230000000001,1,1,33
474.080000000001,1,1,33
461.980000000001,1,1,33
428.884,1,1,33
306.816,1,1,33
299.698,1,1,33
292.046,1,1,33
285.996,1,1,33
268.914,1,1,33
255.746,1,1,33
237.596,1,1,33
226.564,1,1,33
214.998,1,1,33
203.966,1,1,33
171.046,1,1,33
170.512,1,1,33
157.878,1,1,33
143.642,1,1,33
132.076,1,1,33
113.926,1,1,33
107.876,2,1,33
102.36,1,2,33
96.31,1,2,33
90.26,1,2,33
89.726,2,2,33
78.16,1,2,33
77.092,2,2,33
76.558,1,2,33
71.042,1,2,33
70.508,1,2,33
69.44,2,2,33
68.906,1,2,33
67.304,1,2,33
66.77,1,2,33
66.2359999999999,2,2,33
65.7019999999999,1,2,33
65.1679999999999,1,2,33
64.6339999999999,1,2,33
63.5659999999999,1,2,33
62.4979999999999,1,2,33
61.9639999999999,1,2,33
61.4299999999999,1,2,33
59.8279999999999,1,2,33
59.2939999999999,3,2,33
58.7599999999999,1,2,33
58.2259999999999,2,2,33
57.6919999999999,2,2,33
57.1579999999999,2,2,33
56.6239999999999,1,2,33
56.0899999999999,1,2,33
55.5559999999999,1,2,33
55.0219999999999,1,2,33
54.4879999999999,2,2,33
53.9539999999999,2,2,33
52.3519999999999,4,2,33
51.2839999999999,1,2,33
50.7499999999999,3,2,33
50.2159999999999,2,2,33
49.6819999999999,3,2,33
49.1479999999999,3,2,33
48.6139999999999,2,2,33
48.0799999999999,1,2,33
47.5459999999999,1,2,33
47.012,3,2,33
46.478,1,2,33
45.944,3,2,33
44.876,5,2,33
44.342,2,2,33
43.808,2,2,33
43.274,3,2,33
42.74,5,2,33
42.206,3,2,33
41.672,2,2,33
41.138,4,2,33
40.604,3,2,33
40.07,3,2,33
39.536,6,2,33
39.002,5,2,33
38.468,1,2,33
37.934,2,2,33
37.4,4,2,33
36.866,7,2,33
36.332,4,2,33
35.798,7,2,33
35.264,1,2,33
34.73,4,2,33
34.196,5,2,33
33.662,7,2,33
33.128,2,2,33
32.594,3,2,33
32.06,2,2,33
31.526,3,2,33
30.992,7,2,33
30.458,4,2,33
29.924,6,2,33
29.39,1,2,33
28.856,3,2,33
28.322,6,2,33
27.788,3,2,33
27.254,6,2,33
26.72,8,2,33
26.186,5,2,33
25.652,4,2,33
25.118,3,2,33
24.584,6,2,33
24.05,8,2,33
23.516,5,2,33
22.982,8,2,33
22.448,6,2,33
21.914,4,2,33
21.38,9,2,33
20.846,8,2,33
20.312,4,2,33
19.778,7,2,33
19.244,10,2,33
18.71,6,2,33
18.176,11,2,33
17.642,9,2,33
17.108,13,2,33
16.574,7,2,33
16.04,7,2,33
15.506,7,2,33
14.972,6,2,33
14.438,14,2,33
13.904,5,2,33
13.37,9,2,33
12.836,13,2,33
12.302,13,2,33
11.768,14,2,33
11.234,11,2,33
10.7,12,2,33
10.166,16,2,33
9.632,12,2,33
9.098,13,2,33
8.564,14,2,33
8.03,17,2,33
7.496,12,2,33
6.962,13,2,33
6.428,18,2,33
5.894,16,2,33
5.36,16,2,33
4.826,16,2,33
4.292,16,2,33
3.758,16,2,33
3.224,17,2,33
2.69,18,2,33
2.156,18,2,33
1.622,18,2,33
1.088,20,2,33
0.554,20,2,33
0.02,20,2,33
677.619999999999,5,1,34
672.103999999999,1,1,34
594.88,1,2,34
461.962,1,2,34
263.386,1,2,34
218.723999999999,1,2,34
202.175999999999,1,2,34
190.609999999999,1,2,34
140.432,1,2,34
128.866000000001,1,2,34
111.784000000001,1,2,34
106.268,1,2,34
94.7020000000003,1,2,34
82.6020000000001,1,2,34
77.0860000000001,1,2,34
71.036,2,2,34
64.9859999999999,2,2,34
58.9359999999999,3,2,34
52.8859999999999,2,2,34
52.3519999999999,2,2,34
51.8179999999999,4,2,34
51.2839999999999,1,2,34
50.7499999999999,5,2,34
50.2159999999999,3,2,34
49.6819999999999,5,2,34
49.1479999999999,1,2,34
48.6139999999999,2,2,34
48.0799999999999,3,2,34
47.5459999999999,2,2,34
47.012,2,2,34
46.478,2,2,34
45.944,2,2,34
45.41,2,2,34
44.342,5,2,34
43.808,4,2,34
43.274,4,2,34
42.74,4,2,34
42.206,2,2,34
41.672,3,2,34
41.138,2,2,34
40.07,5,2,34
39.536,3,2,34
39.002,4,2,34
38.468,2,2,34
37.934,4,2,34
37.4,5,2,34
36.866,1,2,34
36.332,4,2,34
35.798,4,2,34
35.264,5,2,34
34.73,5,2,34
34.196,7,2,34
33.662,3,2,34
33.128,3,2,34
32.594,4,2,34
32.06,5,2,34
31.526,4,2,34
30.992,7,2,34
30.458,4,2,34
29.924,4,2,34
29.39,8,2,34
28.856,4,2,34
28.322,4,2,34
27.788,6,2,34
27.254,6,2,34
26.72,2,2,34
26.186,1,2,34
25.652,8,2,34
25.118,6,2,34
24.584,8,2,34
24.05,9,2,34
23.516,7,2,34
22.982,6,2,34
22.448,4,2,34
21.914,13,2,34
21.38,5,2,34
20.846,4,2,34
20.312,5,2,34
19.778,11,2,34
19.244,7,2,34
18.71,8,2,34
18.176,12,2,34
17.642,6,2,34
17.108,7,2,34
16.574,8,2,34
16.04,10,2,34
15.506,10,2,34
14.972,10,2,34
14.438,8,2,34
13.904,12,2,34
13.37,11,2,34
12.836,12,2,34
12.302,10,2,34
11.768,8,2,34
11.234,9,2,34
10.7,12,2,34
10.166,11,2,34
9.632,12,2,34
9.098,15,2,34
8.564,14,2,34
8.03,13,2,34
7.496,15,2,34
6.962,13,2,34
6.428,16,2,34
5.894,18,2,34
5.36,16,2,34
4.826,16,2,34
4.292,17,2,34
3.758,15,2,34
3.224,17,2,34
2.69,18,2,34
2.156,18,2,34
1.622,18,2,34
1.088,18,2,34
0.554,20,2,34
0.02,20,2,34
260.17,13,1,35
254.12,9,1,35
248.604,1,2,35
237.572,1,2,35
232.056,1,2,35
198.426,2,2,35
187.394,1,2,35
181.878,1,2,35
176.362,1,2,35
165.33,1,2,35
148.782,1,2,35
137.216,2,2,35
126.184,3,2,35
120.668,4,2,35
115.152,2,2,35
109.102,1,2,35
103.586,4,2,35
98.0700000000001,6,2,35
92.5540000000001,1,2,35
86.5040000000001,4,2,35
80.9880000000002,3,2,35
69.422,10,2,35
57.856,7,2,35
51.806,6,2,35
46.29,1,2,35
40.24,12,2,35
34.19,8,2,35
28.14,14,2,35
22.09,6,2,35
16.04,8,2,35
15.506,13,2,35
14.972,12,2,35
14.438,6,2,35
13.904,9,2,35
13.37,10,2,35
12.836,7,2,35
12.302,7,2,35
11.768,10,2,35
11.234,11,2,35
10.7,10,2,35
10.166,14,2,35
9.632,15,2,35
9.098,15,2,35
8.564,13,2,35
8.03,15,2,35
7.496,14,2,35
6.962,13,2,35
6.428,12,2,35
5.894,15,2,35
5.36,18,2,35
4.826,16,2,35
4.292,16,2,35
3.758,14,2,35
3.224,18,2,35
2.69,20,2,35
2.156,18,2,35
1.622,19,2,35
1.088,19,2,35
0.554,20,2,35
0.02,20,2,35
479.972,1,1,36
446.342,1,1,36
313.946000000001,1,1,36
300.596000000001,1,1,36
298.994000000001,1,1,36
295.256000000001,1,1,36
293.654000000001,1,1,36
291.518000000001,1,1,36
290.450000000001,2,1,36
288.848,1,1,36
288.314,1,1,36
287.246,1,1,36
286.178,1,1,36
284.576,1,1,36
282.44,1,1,36
281.372,1,1,36
278.168,1,2,36
255.036,1,2,36
238.488,1,2,36
220.872,1,2,36
212.686,1,2,36
199.518,1,2,36
197.382,1,2,36
185.816,1,2,36
179.766,1,2,36
179.232,1,2,36
173.716,1,2,36
162.15,1,2,36
156.1,1,2,36
155.566,1,2,36
147.914,1,2,36
144.71,1,2,36
138.66,1,2,36
137.058,1,2,36
125.492,1,2,36
124.958,2,2,36
118.374,1,2,36
112.858,1,2,36
112.324,1,2,36
105.206,1,2,36
97.0200000000001,1,2,36
96.4860000000001,1,2,36
90.9700000000001,1,2,36
89.9020000000001,1,2,36
88.8340000000001,1,2,36
88.3000000000001,1,2,36
87.2320000000001,2,2,36
81.7160000000001,1,2,36
81.1820000000001,1,2,36
80.1140000000001,1,2,36
79.5800000000001,1,2,36
78.5120000000001,2,2,36
71.928,3,2,36
70.86,1,2,36
70.326,2,2,36
69.792,2,2,36
68.724,2,2,36
62.1399999999999,3,2,36
60.5379999999999,2,2,36
60.0039999999999,1,2,36
58.9359999999999,3,2,36
58.4019999999999,1,2,36
57.3339999999999,1,2,36
51.8179999999999,2,2,36
51.2839999999999,3,2,36
50.7499999999999,3,2,36
49.6819999999999,4,2,36
49.1479999999999,2,2,36
48.0799999999999,2,2,36
47.5459999999999,1,2,36
47.012,4,2,36
46.478,3,2,36
44.876,7,2,36
44.342,4,2,36
43.808,3,2,36
43.274,4,2,36
42.74,3,2,36
42.206,4,2,36
41.672,3,2,36
41.138,3,2,36
40.604,4,2,36
40.07,5,2,36
39.536,4,2,36
39.002,2,2,36
38.468,4,2,36
37.934,3,2,36
37.4,4,2,36
36.866,2,2,36
36.332,5,2,36
35.798,6,2,36
34.73,2,2,36
34.196,5,2,36
33.662,6,2,36
33.128,3,2,36
32.594,3,2,36
32.06,4,2,36
31.526,5,2,36
30.992,2,2,36
30.458,5,2,36
29.924,2,2,36
29.39,5,2,36
28.856,3,2,36
28.322,7,2,36
27.788,3,2,36
27.254,8,2,36
26.72,3,2,36
26.186,8,2,36
25.652,8,2,36
25.118,9,2,36
24.584,8,2,36
24.05,4,2,36
23.516,5,2,36
22.982,10,2,36
22.448,7,2,36
21.914,6,2,36
21.38,6,2,36
20.846,2,2,36
20.312,6,2,36
19.778,12,2,36
19.244,9,2,36
18.71,6,2,36
18.176,10,2,36
17.642,10,2,36
17.108,8,2,36
16.574,10,2,36
16.04,13,2,36
15.506,6,2,36
14.972,12,2,36
14.438,10,2,36
13.904,7,2,36
13.37,12,2,36
12.836,10,2,36
12.302,11,2,36
11.768,12,2,36
11.234,12,2,36
10.7,15,2,36
10.166,12,2,36
9.632,11,2,36
9.098,12,2,36
8.564,17,2,36
8.03,10,2,36
7.496,11,2,36
6.962,15,2,36
6.428,16,2,36
5.894,18,2,36
5.36,17,2,36
4.826,16,2,36
4.292,16,2,36
3.758,19,2,36
3.224,18,2,36
2.69,19,2,36
2.156,19,2,36
1.622,16,2,36
1.088,16,2,36
0.554,20,2,36
0.02,20,2,36
229.92,13,1,37
223.87,13,1,37
223.87,1,2,37
218.354,1,2,37
212.838,1,2,37
190.24,1,2,37
179.208,1,2,37
168.176,1,2,37
162.66,2,2,37
157.144,1,2,37
151.628,2,2,37
146.112,2,2,37
134.546,2,2,37
129.03,3,2,37
123.514,1,2,37
117.998,2,2,37
112.482,3,2,37
106.966,2,2,37
100.916,3,2,37
95.4000000000001,7,2,37
89.8840000000001,2,2,37
83.8340000000001,2,2,37
78.3180000000001,6,2,37
72.8020000000001,3,2,37
66.752,7,2,37
61.236,4,2,37
55.186,12,2,37
49.136,6,2,37
43.62,6,2,37
37.57,9,2,37
31.52,13,2,37
25.47,8,2,37
19.42,7,2,37
13.37,14,2,37
12.836,10,2,37
12.302,15,2,37
11.768,12,2,37
11.234,10,2,37
10.7,9,2,37
10.166,11,2,37
9.632,15,2,37
9.098,15,2,37
8.564,12,2,37
8.03,13,2,37
7.496,12,2,37
6.962,17,2,37
6.428,13,2,37
5.894,15,2,37
5.36,17,2,37
4.826,18,2,37
4.292,18,2,37
3.758,14,2,37
3.224,16,2,37
2.69,16,2,37
2.156,18,2,37
1.622,18,2,37
1.088,20,2,37
0.554,19,2,37
0.02,20,2,37
532.420000000001,7,1,38
526.370000000001,1,1,38
520.854000000001,1,2,38
388.47,1,2,38
333.31,1,2,38
283.132,1,2,38
250.036,1,2,38
233.488,1,2,38
227.972,1,2,38
222.456,1,2,38
189.36,1,2,38
183.844,1,2,38
161.245999999999,1,2,38
133.132,1,2,38
127.616,1,2,38
122.1,1,2,38
110.534,1,2,38
98.9680000000004,2,2,38
93.4520000000003,2,2,38
87.4020000000002,2,2,38
75.8360000000001,1,2,38
69.786,1,2,38
64.2699999999999,1,2,38
58.2199999999999,3,2,38
52.1699999999999,2,2,38
46.1199999999999,2,2,38
40.07,4,2,38
39.536,6,2,38
39.002,4,2,38
38.468,6,2,38
37.934,5,2,38
36.866,3,2,38
36.332,1,2,38
35.798,2,2,38
35.264,4,2,38
34.73,3,2,38
34.196,4,2,38
33.662,1,2,38
33.128,6,2,38
32.594,3,2,38
32.06,7,2,38
31.526,6,2,38
30.992,3,2,38
30.458,7,2,38
29.924,5,2,38
29.39,4,2,38
28.856,8,2,38
28.322,10,2,38
27.788,4,2,38
27.254,8,2,38
26.72,7,2,38
26.186,8,2,38
25.652,8,2,38
25.118,6,2,38
24.584,8,2,38
24.05,5,2,38
23.516,7,2,38
22.982,6,2,38
22.448,10,2,38
21.914,2,2,38
21.38,11,2,38
20.846,5,2,38
20.312,7,2,38
19.778,7,2,38
19.244,3,2,38
18.71,8,2,38
18.176,10,2,38
17.642,8,2,38
17.108,8,2,38
16.574,13,2,38
16.04,7,2,38
15.506,8,2,38
14.972,13,2,38
14.438,13,2,38
13.904,11,2,38
13.37,9,2,38
12.836,10,2,38
12.302,12,2,38
11.768,10,2,38
11.234,14,2,38
10.7,11,2,38
10.166,14,2,38
9.632,13,2,38
9.098,14,2,38
8.564,16,2,38
8.03,12,2,38
7.496,17,2,38
6.962,16,2,38
6.428,19,2,38
5.894,17,2,38
5.36,17,2,38
4.826,17,2,38
4.292,16,2,38
3.758,16,2,38
3.224,19,2,38
2.69,19,2,38
2.156,18,2,38
1.622,19,2,38
1.088,20,2,38
0.554,19,2,38
0.02,20,2,38
42.37,19,1,39
36.32,20,1,39
30.27,19,1,39
24.22,20,1,39
18.17,20,1,39
12.12,20,1,39
6.07,19,1,39
0.02,20,1,39
477.970000000001,10,1,40
455.906000000001,1,2,40
422.276,1,2,40
400.212,1,2,40
378.148,1,2,40
334.02,1,2,40
295.408,1,2,40
284.376,1,2,40
262.312,1,2,40
234.732,1,2,40
223.7,1,2,40
218.184,1,2,40
206.618,1,2,40
195.586,1,2,40
184.554,1,2,40
179.038,1,2,40
173.522,1,2,40
156.44,1,2,40
145.408,2,2,40
139.892,1,2,40
122.81,2,2,40
117.294,2,2,40
105.728,2,2,40
94.1620000000003,1,2,40
88.6460000000003,1,2,40
77.0800000000001,2,2,40
71.03,3,2,40
59.4639999999999,3,2,40
53.4139999999999,5,2,40
47.3639999999999,6,2,40
41.314,5,2,40
35.264,6,2,40
34.73,4,2,40
34.196,3,2,40
33.662,8,2,40
33.128,7,2,40
32.594,3,2,40
32.06,4,2,40
31.526,4,2,40
30.992,5,2,40
30.458,4,2,40
29.924,2,2,40
29.39,10,2,40
28.856,5,2,40
28.322,5,2,40
27.788,4,2,40
27.254,5,2,40
26.72,4,2,40
26.186,4,2,40
25.652,7,2,40
25.118,6,2,40
24.584,7,2,40
24.05,6,2,40
23.516,6,2,40
22.982,11,2,40
22.448,4,2,40
21.914,6,2,40
21.38,7,2,40
20.846,9,2,40
20.312,7,2,40
19.778,8,2,40
19.244,7,2,40
18.71,11,2,40
18.176,12,2,40
17.642,7,2,40
17.108,11,2,40
16.574,9,2,40
16.04,10,2,40
15.506,9,2,40
14.972,10,2,40
14.438,9,2,40
13.904,11,2,40
13.37,11,2,40
12.836,10,2,40
12.302,7,2,40
11.768,10,2,40
11.234,14,2,40
10.7,7,2,40
10.166,13,2,40
9.632,11,2,40
9.098,8,2,40
8.564,16,2,40
8.03,16,2,40
7.496,15,2,40
6.962,16,2,40
6.428,13,2,40
5.894,17,2,40
5.36,16,2,40
4.826,19,2,40
4.292,20,2,40
3.758,15,2,40
3.224,18,2,40
2.69,16,2,40
2.156,17,2,40
1.622,18,2,40
1.088,19,2,40
0.554,19,2,40
0.02,20,2,40
60.52,17,1,41
54.47,18,1,41
48.42,17,1,41
42.37,19,1,41
36.32,18,1,41
30.27,18,1,41
24.22,19,1,41
18.17,19,1,41
12.12,20,1,41
6.07,20,1,41
0.02,20,1,41
840.969999999998,4,1,42
769.261999999999,1,1,42
448.8,1,2,42
327.447999999999,1,2,42
288.835999999999,1,2,42
211.077999999999,1,2,42
132.252000000001,1,2,42
126.736000000001,1,2,42
120.686000000001,1,2,42
109.12,1,2,42
103.07,1,2,42
97.5540000000003,1,2,42
85.4540000000001,1,2,42
73.354,1,2,42
66.77,1,2,42
66.2359999999999,2,2,42
65.7019999999999,1,2,42
65.1679999999999,1,2,42
64.0999999999999,1,2,42
63.0319999999999,3,2,42
62.4979999999999,2,2,42
61.9639999999999,1,2,42
61.4299999999999,1,2,42
60.8959999999999,2,2,42
59.8279999999999,3,2,42
59.2939999999999,1,2,42
58.7599999999999,2,2,42
58.2259999999999,1,2,42
57.6919999999999,1,2,42
57.1579999999999,2,2,42
56.6239999999999,1,2,42
56.0899999999999,1,2,42
55.5559999999999,2,2,42
55.0219999999999,1,2,42
54.4879999999999,2,2,42
53.4199999999999,3,2,42
52.8859999999999,4,2,42
51.2839999999999,2,2,42
50.7499999999999,2,2,42
50.2159999999999,2,2,42
49.6819999999999,2,2,42
49.1479999999999,1,2,42
48.6139999999999,2,2,42
48.0799999999999,1,2,42
47.5459999999999,1,2,42
47.012,3,2,42
45.944,1,2,42
45.41,1,2,42
44.876,2,2,42
44.342,3,2,42
43.808,2,2,42
43.274,1,2,42
42.74,3,2,42
42.206,3,2,42
41.672,7,2,42
41.138,2,2,42
40.604,2,2,42
40.07,5,2,42
39.536,1,2,42
39.002,4,2,42
38.468,2,2,42
37.934,4,2,42
37.4,4,2,42
36.866,6,2,42
36.332,3,2,42
35.798,4,2,42
35.264,4,2,42
34.73,4,2,42
34.196,3,2,42
33.662,2,2,42
33.128,2,2,42
32.594,6,2,42
32.06,5,2,42
31.526,3,2,42
30.992,3,2,42
30.458,7,2,42
29.924,4,2,42
29.39,2,2,42
28.856,4,2,42
28.322,7,2,42
27.788,7,2,42
27.254,3,2,42
26.72,5,2,42
26.186,4,2,42
25.652,6,2,42
25.118,9,2,42
24.584,8,2,42
24.05,4,2,42
23.516,4,2,42
22.982,8,2,42
22.448,10,2,42
21.914,5,2,42
21.38,6,2,42
20.846,4,2,42
20.312,9,2,42
19.778,6,2,42
19.244,7,2,42
18.71,8,2,42
18.176,7,2,42
17.642,5,2,42
17.108,12,2,42
16.574,7,2,42
16.04,7,2,42
15.506,9,2,42
14.972,8,2,42
14.438,7,2,42
13.904,9,2,42
13.37,11,2,42
12.836,10,2,42
12.302,11,2,42
11.768,13,2,42
11.234,14,2,42
10.7,10,2,42
10.166,13,2,42
9.632,14,2,42
9.098,7,2,42
8.564,13,2,42
8.03,11,2,42
7.496,13,2,42
6.962,16,2,42
6.428,12,2,42
5.894,17,2,42
5.36,15,2,42
4.826,17,2,42
4.292,17,2,42
3.758,16,2,42
3.224,18,2,42
2.69,20,2,42
2.156,18,2,42
1.622,16,2,42
1.088,18,2,42
0.554,20,2,42
0.02,20,2,42
121.02,15,1,43
114.97,15,1,43
108.92,18,1,43
102.87,17,1,43
102.87,1,2,43
96.82,4,2,43
91.304,7,2,43
85.788,4,2,43
79.738,2,2,43
74.222,5,2,43
68.706,4,2,43
62.656,9,2,43
57.14,8,2,43
51.09,9,2,43
45.574,9,2,43
39.524,19,2,43
33.474,7,2,43
27.958,9,2,43
21.908,18,2,43
15.858,16,2,43
9.808,17,2,43
3.758,16,2,43
3.224,17,2,43
2.69,18,2,43
2.156,18,2,43
1.622,18,2,43
1.088,20,2,43
0.554,20,2,43
0.02,20,2,43
72.62,17,1,44
66.57,19,1,44
60.52,18,1,44
54.47,16,1,44
48.42,19,1,44
42.37,20,1,44
36.32,20,1,44
30.27,19,1,44
24.22,20,1,44
18.17,20,1,44
12.12,20,1,44
6.07,20,1,44
0.02,20,1,44
459.820000000001,8,1,45
453.770000000001,1,1,45
448.254000000001,1,1,45
404.126,1,2,45
376.546,1,2,45
337.934,1,2,45
321.386,1,2,45
304.838,1,2,45
254.66,1,2,45
243.628,1,2,45
221.564,1,2,45
199.5,1,2,45
171.386,1,2,45
165.87,1,2,45
160.354,2,2,45
154.838,2,2,45
149.322,1,2,45
143.806,1,2,45
126.724,1,2,45
121.208,2,2,45
115.692,2,2,45
109.642,1,2,45
104.126,2,2,45
98.6100000000004,1,2,45
92.5600000000003,1,2,45
75.4780000000001,1,2,45
69.428,3,2,45
63.3779999999999,1,2,45
57.8619999999999,4,2,45
51.8119999999999,4,2,45
45.7619999999999,3,2,45
39.712,3,2,45
33.662,7,2,45
33.128,2,2,45
32.594,5,2,45
32.06,5,2,45
31.526,4,2,45
30.992,5,2,45
30.458,2,2,45
29.924,5,2,45
29.39,5,2,45
28.856,6,2,45
28.322,5,2,45
27.788,6,2,45
27.254,8,2,45
26.72,9,2,45
26.186,7,2,45
25.652,8,2,45
25.118,7,2,45
24.584,7,2,45
24.05,3,2,45
23.516,5,2,45
22.982,7,2,45
22.448,8,2,45
21.914,6,2,45
21.38,6,2,45
20.846,9,2,45
20.312,5,2,45
19.778,9,2,45
19.244,6,2,45
18.71,3,2,45
18.176,6,2,45
17.642,7,2,45
17.108,8,2,45
16.574,10,2,45
16.04,11,2,45
15.506,9,2,45
14.972,11,2,45
14.438,12,2,45
13.904,10,2,45
13.37,8,2,45
12.836,12,2,45
12.302,10,2,45
11.768,11,2,45
11.234,12,2,45
10.7,14,2,45
10.166,11,2,45
9.632,13,2,45
9.098,13,2,45
8.564,15,2,45
8.03,17,2,45
7.496,17,2,45
6.962,13,2,45
6.428,13,2,45
5.894,15,2,45
5.36,13,2,45
4.826,19,2,45
4.292,18,2,45
3.758,13,2,45
3.224,19,2,45
2.69,20,2,45
2.156,16,2,45
1.622,19,2,45
1.088,19,2,45
0.554,20,2,45
0.02,20,2,45
828.869999999998,5,1,46
674.421999999999,1,2,46
519.974,1,2,46
320.863999999999,1,2,46
276.735999999999,1,2,46
265.703999999999,1,2,46
148.266,1,2,46
96.4860000000003,1,2,46
90.4360000000002,1,2,46
84.3860000000001,1,2,46
78.3360000000001,2,2,46
72.286,1,2,46
66.2359999999999,2,2,46
65.7019999999999,1,2,46
65.1679999999999,4,2,46
64.0999999999999,2,2,46
63.5659999999999,1,2,46
63.0319999999999,2,2,46
62.4979999999999,1,2,46
61.9639999999999,1,2,46
60.8959999999999,1,2,46
60.3619999999999,1,2,46
59.2939999999999,2,2,46
58.2259999999999,1,2,46
57.6919999999999,3,2,46
57.1579999999999,1,2,46
56.0899999999999,2,2,46
55.5559999999999,2,2,46
55.0219999999999,1,2,46
53.9539999999999,1,2,46
53.4199999999999,1,2,46
52.8859999999999,2,2,46
51.2839999999999,5,2,46
50.7499999999999,1,2,46
50.2159999999999,2,2,46
49.6819999999999,2,2,46
49.1479999999999,3,2,46
48.0799999999999,1,2,46
47.5459999999999,3,2,46
47.012,1,2,46
46.478,2,2,46
45.944,2,2,46
45.41,3,2,46
44.876,3,2,46
44.342,5,2,46
43.808,1,2,46
43.274,1,2,46
42.74,4,2,46
42.206,1,2,46
41.138,2,2,46
40.604,2,2,46
40.07,3,2,46
39.536,2,2,46
39.002,2,2,46
38.468,4,2,46
37.934,5,2,46
37.4,3,2,46
