"taxonobservation_id","observation_type","scrubbed_family","scrubbed_species_binomial","latitude","longitude","elevation_m","country","state_province","county","locality_description","plot_name","is_new_world","is_geovalid","event_date","date_collected","plot_sampling_protocol","identified_by","datasource","datasource_id","dataset","dataowner","custodial_institution_codes","collection_code","collector","collection_number","is_cultivated","nsr_native_status","nsr_is_introduced",
"47189367","specimen","Bignoniaceae","Chilopsis linearis","30.7349999999999994","-108.379999999999995","1460","Mexico","Chihuahua","Janos","SECTOR LIBRE (EL ALTO)","","1","1","","1994-10-15","","JESUS SANTOS SIERRA","GBIF","417","ND","ND","ND","ND","MARIO ROYO MARQUEZ","","","UNK","",
"53989175","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","948","CSU","CSU","CSU","57","","","","","",
"54162575","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","948","CSU","CSU","CSU","59","","","","","",
"54194180","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","948","CSU","CSU","CSU","57","","","","","",
"54586706","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","948","CSU","CSU","CSU","68","","","","","",
"54654654","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","504","OKLA","OKLA","OKLA","2106","","","","","",
"54852324","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","477","OKL","OKL","OKL","s.n.","","","","","",
"63731512","specimen","Bignoniaceae","Chilopsis linearis","37.0213888899999972","-113.324166669999997","1000","United States","Utah","Washington","Desert west of the Hurricane Cliffs, along the Warner Valley Road, 4.5 km (2.8 mi) southwest of the lower Hurricane Cliffs Road; habitat: Two trees on the bank of the wash","","1","1","","2001-05-23","","","NY","104","NY","NY","NY","Herbarium","N. H. Holmgren","14254","","P","0",
"79894468","specimen","Bignoniaceae","Chilopsis linearis","","","0","USA","Arizona","","Verde Valey","","","","","1985-02-10","","","SpeciesLink","502","UFMG","UFMG","UFMG","BHCB","Fernandes, G.W.A.","s.n.","","","",
"78815313","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Hidalgo","9.3 miles south of Animas.","","","","","1964-07-11","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","J. Druecker","","","","",
"66369651","specimen","Bignoniaceae","Chilopsis linearis","32.4699999999999989","-106.120000000000005","","United States","New Mexico","(Otero)","Orogrande Mountains.","","1","0","","1937-06-19","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","D.C. Woods","","","P","0",
"65888914","specimen","Bignoniaceae","Chilopsis linearis","32.3151798999999968","-106.573154299999999","","United States","New Mexico","Doña Ana","Organ Mountains.  12 miles east of Las Cruces.","","1","0","","1959-06-06","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","W.C. Martin","","","P","0",
"58888386","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Gila County","Three Bar Wildlife Area; Four Peaks","","","","","1951-09-30","","","GBIF","397","ASU","ASU","ASU","ASUPlants","R. W. Dickerman","","","","",
"58881528","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","","[Locality information hidden to protect endangered species]","","1","","","1925-05-02","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Aven Nelson","10290","0","P","0",
"58709149","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","New Mexico","","Rhodes Pass, 30 mi E of Engle","","1","","","1938-06-05","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Hugh C. Cutler","2027","0","P","0",
"58448052","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Mohave County","Oatman-Goldroad Highway; southwest of Kingman","","","","","1965-08-11","","","GBIF","397","ASU","ASU","ASU","ASUPlants","J. M. Rominger","","","","",
"58408403","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Coconino County","Mormon Lake","","","","","","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Rose E. Collom","","","","",
"37923973","specimen","Bignoniaceae","Chilopsis linearis","","","","U.S.A.","California","San Bernardino","North America; Hwy 62; 1 mi. W of Gold Canyon Rd.","","","","","","","","GBIF","115","UCBG","UCBG","UCBG","New World Desert","Parsons, J.","","","","",
"31155417","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","San Bernardino County","San Bernardino; Barnwell; in wash 1/2 mi. w.; on Ivanpah rd.; n.e. face New York Mts.","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","UC","Roxana S. Ferris","","","","",
"30350111","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","Riverside County","Riverside; Palm Canyon Wash; Colorado Desert, Palm Canyon Wash","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","UC","Lewis S. Rose","","","","",
"19120212","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Doña Ana","West of Organs","","","","","1938-01-01","","J. Henrickson","GBIF","1424","NMC","NMC","NMC","Herb","A.L. Hershey","","","","",
"14757602","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","California","Riverside","Box Canyon","","","","","","","Ronald R Weedon","GBIF","788","KU","KU","KU","KANU","Philip V Wells","","","","",
"22666801","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","New Mexico","","near volcanoes west of Albuquerque","","1","","","1918-03-25","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Frank S. Collins","s.n.","0","P","0",
"23076388","specimen","Bignoniaceae","Chilopsis linearis","29.8104654010655992","-103.251421133492997","","United States","Texas","Brewster","Along rocky bed of small stream, 10 miles s of Tornillo Creek.","","1","","","1928-05-22","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Ernest J. Palmer","34063","0","P","0",
"32214898","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"32437432","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"32439250","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"38440577","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Texas","","Texas","","1","","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"38451800","specimen","Bignoniaceae","Chilopsis linearis","32.3125","-110.742199999999997","929","United States","Arizona","Pima","Soldiers Trail, Santa Catalina Mountains. Celtis reticulata-Platanus wrightii riparian stand, open desert streambed, level; alluvial sand-gravel.","","1","1","","1962-08-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","R.H. Whittaker Stand","","","P","0",
"38460334","specimen","Bignoniaceae","Chilopsis linearis","32.1039600000000007","-111.814820999999995","","United States","Arizona","Pima","Pima County, Arizona","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"38463630","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Maricopa County","","","","","","","","","GBIF","397","ASU","ASU","ASU","ASUPlants","L. R. Landrum","","","","",
"38513298","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","Riverside County","Palm Canon [Canyon]","","1","","","1925-07-01","","","GBIF","1092","CAS","CAS","CAS","DS","H. E. McMinn","","","P","0",
"38517755","specimen","Bignoniaceae","Chilopsis linearis","37.2784850000000034","-113.516740999999996","","United States","Utah","Washington","Washington County, Utah","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"38640066","specimen","Bignoniaceae","Chilopsis linearis","32.4187000000000012","-110.925899999999999","790","United States","Arizona","Pima","Sutherland Wash in Catalina State Park. In and around the wash.","","1","1","","1987-06-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","R. Pfister","","","P","0",
"38677536","specimen","Bignoniaceae","Chilopsis linearis","31.5770599999999995","-111.046530000000004","994","United States","Arizona","Santa Cruz","Tumacacori National Historical Park; Floodplain of Santa Cruz River. Open sandy floodplain with riparian trees. With: Baccharis salicifolia, Salix gooddingii, Populus fremontii","","1","1","","2003-05-01","","Meg Quinn","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","Meg M. Quinn","","","P","0",
"38698413","specimen","Bignoniaceae","Chilopsis linearis","32.150500000000001","-110.6083","","United States","Arizona","Pima","Rincon Valley. Saguaro National Monument East. Along Loop Drive. First big east-west wash. At bank of wash. With: Ambrosia ambrosioides, Cercidium, Prosopis, Acacia greggii","","1","1","","1978-05-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","C.E. Jenkins","","","P","0",
"38786830","specimen","Bignoniaceae","Chilopsis linearis","32.2216999999999985","-110.926500000000004","","United States","Arizona","Pima","Tucson. .","","1","1","","1925-04-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","A.A. Nichol","","","P","0",
"38939082","specimen","Bignoniaceae","Chilopsis linearis","33.6099999999999994","-116.049999999999997","15","United States","California","Riverside","","","1","1","","2000-04-27","","","GBIF","1350","USU","USU","USU","UTC","A.C. Sanders; T.B. Salvato","","","P","0",
"38978324","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","San Bernardino County","Mohave [Mojave] River just before it reaches Soda Lake at Crucero","","1","","","1919-12-01","","","GBIF","1092","CAS","CAS","CAS","BOT","D. S. Thompson","","","P","0",
"38992864","specimen","Bignoniaceae","Chilopsis linearis","","","304.800000000000011","United States","California","Riverside County","Foot of Deep Canyon","","1","","","1921-04-13","","","GBIF","1092","CAS","CAS","CAS","DS","Frank W. Peirson","","","P","0",
"39087749","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","","New River near bridge on US 89","","","","","1935-04-12","","","GBIF","397","ASU","ASU","ASU","ASUPlants","CW McLellan & LL Stitt","","","","",
"39122083","specimen","Bignoniaceae","Chilopsis linearis","","","","United States of America","","","","","","","","1966-08-08","","","GBIF","219","FTG","FTG","FTG","Herbarium","J. E. Stumbo","","","","",
"39154394","specimen","Bignoniaceae","Chilopsis linearis","32.150500000000001","-110.6083","","United States","Arizona","Pima","Rincon Valley. Saguaro National Monument East. Loop Drive. In wash with many other Chilopsis linearis.","","1","1","","1980-08-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","C.E. Jenkins","","","P","0",
"39273703","specimen","Bignoniaceae","Chilopsis linearis","32.4121000000000024","-110.938800000000001","","United States","Arizona","Pima","Oracle road at Canyon del Oro near Tucson. .","","1","1","","1962-07-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","R.J. Barr","","","P","0",
"39428235","specimen","Bignoniaceae","Chilopsis linearis","23.3129999999999988","-99.0040000000000049","240","Mexico","Tamaulipas","Llera","Río Guayalejo, bajo el puente, carretera Victoria-Mante","","1","1","","1989-05-01","","A. Mora-Olivo","GBIF","101","IEA-UAT","IEA-UAT","IEA-UAT","UAT","A. Mora-Olivo","","","UNK","",
"39572280","specimen","Bignoniaceae","Chilopsis linearis","37.1202777777490027","-114.001666666709994","","United States","Utah","Washington","Location: Lytle Ranch headquarters.","","1","1","","2001-07-03","","","GBIF","1207","UVSC","UVSC","UVSC","Herb","Kimball T. Harper","","","P","0",
"39665612","specimen","Bignoniaceae","Chilopsis linearis","","","","MEXICO","Tamaulipas","NUEVO LAREDO","ND","","","","","1978-07-24","","ND","GBIF","792","IE","IE","IE","XAL","J.I. Calzada","","","","",
"39666464","specimen","Bignoniaceae","Chilopsis linearis","","","","US","California","Riverside County","Anza Borego State Park, Tule Canyon","","","","","1992-02-23","","","GBIF","1393","E","E","E","E","Dourley, J.","","","","",
"39792968","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Grant","Gila Bird Habitat, 1.9 mi inside Gila Nat'l Forest, ~ 5 mi from Riverside","","","","","2004-05-24","","","GBIF","1382","SNM","SNM","SNM","Herb","S.M. Kline","","","","",
"39827768","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Hidalgo","Alamo Hueco Mtns","","","","","1978-10-01","","","GBIF","1382","SNM","SNM","SNM","Herb","N. Leverton","","","","",
"39850249","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Grant","Gila River, School House Canyon","","","","","1966-06-01","","","GBIF","1382","SNM","SNM","SNM","Herb","B.D. Rogers","","","","",
"39861750","specimen","Bignoniaceae","Chilopsis linearis","23.4349999999999987","-99.2680000000000007","580","Mexico","Tamaulipas","Jaumave","Río Guayalejo, Los Nogales","","1","1","","1996-05-15","","A. Mora-Olivo","GBIF","101","IEA-UAT","IEA-UAT","IEA-UAT","UAT","A. Mora-Olivo","","","UNK","",
"40086881","specimen","Bignoniaceae","Chilopsis linearis","32.1012302000000034","-104.554649800000007","","United States","New Mexico","Eddy","Carlsbad Caverns National Park, (New Cave entrance).","","1","1","","1992-08-03","","","GBIF","1413","UNM","UNM","UNM","Herb","J.L. Carter","","","P","0",
"40240769","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Dona ana","Corner of Research Dr. and Sam Steel Way Las Cruces","","","","","2004-06-25","","R. Fink","GBIF","949","NMCR","NMCR","NMCR","Herb","Ralph W. Fink II","","","","",
"54028007","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","477","OKL","OKL","OKL","731","","","","","",
"54240500","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","504","OKLA","OKLA","OKLA","s.n.","","","","","",
"60686219","specimen","Bignoniaceae","Chilopsis linearis","24.8230000000000004","-100.075000000000003","","Mexico","Nuevo León","Galeana","GALEANA","","1","1","","1990-08-07","","S. Zamudio R.","GBIF","772","IEB","IEB","IEB","IEB","S. Zamudio R. y  A. Lux","","","UNK","",
"63688618","specimen","Bignoniaceae","Chilopsis linearis","","","","United States of America","Utah","Washington Co.","Dixie State Park, Snow Canyon; habitat: Artemisia-prunus-Blackbrush community; Lava and Blowsand","","","","","1985-05-29","","","NY","104","NY","NY","NY","Herbarium","L. C. Higgins","15456","","","",
"68500153","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"68631895","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"58883537","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","","San Gorgonio","","1","","","1880-07-01","","J. Henrickson,","MO","281","MO","MO","MO","","Samuel B. Parish","s.n.","0","P","0",
"58780866","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Maricopa County","Above Canyon Lake","","","","","1962-05-17","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Elinor Lehto","","","","",
"58538471","specimen","Bignoniaceae","Chilopsis linearis","37.2819178757224989","-113.507626547314999","2800","United States","Utah","Washington","Sanata Clara Creek near Indian Farm.","","1","","","1951-03-09","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Walter P. Cottam","12764","0","P","0",
"58339148","specimen","Bignoniaceae","Chilopsis linearis","34.0085653352192026","-106.927757558669001","","United States","New Mexico","Socorro","in arroyo 20 mi. south of San Marcial.","","1","","","1921-06-23","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Roxana S. Ferris & Carl D. Duncan","2347","0","P","0",
"58100292","specimen","Bignoniaceae","Chilopsis linearis","33.178600000000003","-109.863","","United States","Arizona","Graham","Near US Highway 666; east of Pinaleno Mountain","","1","1","","1967-06-18","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Harry Tate","","","P","0",
"58049393","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","New Mexico","","Banks of the Gila.","","1","","","1880-07-01","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Edward L. Greene","12654","0","P","0",
"37366073","specimen","Bignoniaceae","Chilopsis linearis","","","","United States of America","Arizona","Coconino Co.","Beaver Dam Wash. Près de Beaverlodge.; habitat: Le long de l'arroyo","","","","","1960-06-28","","J. Henrickson","NY","104","NY","NY","NY","Herbarium","B. Boivin","13712","","","",
"31110669","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","San Diego County","San Diego; Cane Brakes Canyon; e. San Diego Co., Cane Brakes Canyon","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","UC","F. R. Fosberg","","","","",
"31034765","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","Riverside County","Riverside; Painted Canyon; 2 mi. up; Mecca Hills","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","UC","Roxana S. Ferris","","","","",
"30963135","specimen","Bignoniaceae","Chilopsis linearis","","","","Mexico","Sonora","","Municipio de Santa Cruz, Rio Santa Cruz. ca. 10 km north of Santa Cruz. .","","1","","","1995-10-01","","R.S. Felger","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","G. Solis","","","UNK","",
"30835594","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","San Bernardino County","San Bernardino; Daggett; Mohave Desert, Daggett","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","JEPS","Mary Beal","","","","",
